Tahun,Provinsi,Luas_Area_Negara,Produksi_Negara,Produktivitas_Negara,Luas_Area_Swasta,Produksi_Swasta,Produktivitas_Swasta,Luas_Area_Rakyat,Produksi_Rakyat,Produktivitas_Rakyat,Total_Area,Total_Produksi,Produktivitas_Total,Pangsa_Produksi_Nasional_Persen
2013,Sulawesi Selatan,6334,10999,1.74,2518,5918,2.35,27410,32901,1.20,36262,49818,1.37,0.18
2013,Sulawesi Tengah,1133,1521,1.34,72064,121478,1.69,67685,121075,1.79,140882,244074,1.73,0.88
2013,Sulawesi Tenggara,3817,5648,1.48,35476,65211,1.84,6125,419,0.07,45418,71278,1.57,0.26
2013,Sulawesi Utara,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00
2013,Sumatera Barat,8179,27998,3.42,168579,567857,3.37,187450,426477,2.28,364208,1022332,2.81,3.68
2013,Sumatera Selatan,53708,135563,2.52,476035,1417993,2.98,530830,1137064,2.14,1060573,2690620,2.54,9.68
2013,Sumatera Utara,315229,1058264,3.36,631466,2305629,3.65,393653,1185309,3.01,1340348,4549202,3.39,16.37
2014,Aceh,36547,65463,1.79,168776,504326,2.99,214850,375828,1.75,420173,945617,2.25,3.45
2014,Bali,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00
2014,Bangka Belitung,0,0,0.00,144702,416005,2.87,61505,100592,1.64,206207,516597,2.51,1.88
2014,Banten,9275,12869,1.39,2513,1030,0.41,7936,10401,1.31,19724,24300,1.23,0.09
2014,Bengkulu,4386,13540,3.09,99051,319222,3.22,190363,466056,2.45,293800,798818,2.72,2.91
2014,D.I. Yogyakarta,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00
2014,DKI Jakarta,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00
2014,Gorontalo,0,0,0.00,0,0,0.00,4306,0,0.00,4306,0,0.00,0.00
2014,Jambi,23622,84011,3.56,233310,711919,3.05,436035,977805,2.24,692967,1773735,2.56,6.46
